id,uuid,name,exercise_base,status,description,creation_date,category,muscles,muscles_secondary,equipment,language,license,license_author,variations
339,b6492677-07df-4399-bc90-20b58e4dba35,Shotgun Row,562,2,"<ol>
<li>Attach a single handle to a low cable.</li>
<li>After selecting the correct weight, stand a couple feet back with a wide-split stance. Your arm should be extended and your shoulder forward. This will be your starting position.</li>
<li>Perform the movement by retracting the shoulder and flexing the elbow. As you pull, supinate the wrist, turning the palm upward as you go.</li>
<li>After a brief pause, return to the starting position.</li>
</ol>",2015-07-21,12,[12],[],[],2,2,cal.zabel,"[412, 362, 109, 110, 340, 214, 202, 670, 142, 108, 106, 339]"
802,a6b214dc-6744-422c-bef6-65da323d6fd7,Shoulder Fly,564,2,"The shoulder fly (also known as a lateral raise) works the deltoid muscle of the shoulder. The movement starts with the arms straight, and the hands holding weights at the sides or in front of the body. Body is in a slight forward-leaning position with hips and knees bent a little. Arms are kept straight or slightly bent, and raised through an arc of movement in the coronal plane that terminates when the hands are at approximately shoulder height. Weights are lowered to the starting position, completing one rep. When using a cable machine the individual stands with the coronal plane in line with the pulley, which is at or near the ground.[9] The exercise can be completed one shoulder at a time (with the other hand used to stabilize the body against the weight moved), or with both hands simultaneously if two parallel pulleys are available.",2020-05-10,13,[2],[],[3],2,3,BFad07,[]
119,9926e18f-4e2b-4c20-9477-9bfb08d229bc,"Shoulder Press, Barbell",566,2,"<p>Sit on a bench, the back rest should be almost vertical. Take a barbell with a shoulder wide grip and bring it up to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.</p>",2013-05-05,13,[2],[],[1],2,1,wger.de,"[227, 329, 229, 190, 119, 123, 152, 155]"
123,1df6a1b5-7bd2-402f-9d5e-94f9ed6d8b54,"Shoulder Press, Dumbbells",567,2,"<p>Sit on a bench, the back rest should be almost vertical. Take two dumbbells and bring them up to shoulder height, the palms and the elbows point during the whole exercise to the front. Press the weights up, at the highest point they come very near but don't touch. Go slowly down and repeat.</p>",2013-05-05,13,[2],[],[3],2,1,wger.de,"[227, 329, 229, 190, 119, 123, 152, 155]"
152,7389be43-215b-4db8-8b69-75dc77004d74,"Shoulder Press, on Machine",568,2,,2013-05-05,13,[2],[],[],2,1,wger.de,"[227, 329, 229, 190, 119, 123, 152, 155]"
155,68d505ec-5416-4153-b228-eb1545d5c89f,"Shoulder Press, on Multi Press",569,2,"<p>The exercise is basically the same as with a free barbell:</p>
<p>Sit on a bench, the back rest should be almost vertical. Take a bar with a shoulder wide grip and bring it down to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.</p>",2013-05-08,13,[2],[],[],2,1,wger.de,"[227, 329, 229, 190, 119, 123, 152, 155]"
805,4f7900d8-3cd8-41ae-8eec-a3e540c5b3ea,Shoulder Shrug,570,2,"The shoulder shrug (usually called simply the shrug) is an exercise in weight training used to develop the upper trapezius muscle. The lifter stands erect, hands about shoulder width apart, and raises the shoulders as high as possible, and then lowers them, while not bending the elbows, or moving the body at all. The lifter may not have as large a range of motion as in a normal shrug done for active flexibility. It is usually considered good form if the slope of the shoulders is horizontal in the elevated position.",2020-05-11,13,[9],[],"[1, 3]",2,3,BFad07,[]
150,3721be0c-2a59-4bb9-90d3-695faaf028af,"Shrugs, Barbells",571,2,"<p>Take a barbell and stand with a straight body, the arms are hanging freely in front of you. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>",2013-05-05,13,[2],[],[1],2,1,wger.de,[]
151,ee61aef0-f0c7-4a7a-882a-3b39312dfffd,"Shrugs, Dumbbells",572,2,"<p>Stand with straight body, the hands are hanging freely on the side and hold each a dumbbell. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.</p>
<p>When training with a higher weight, make sure that you still do the whole movement!</p>",2013-05-05,13,[2],[],[3],2,1,wger.de,[]
176,53a9f95e-914c-4790-940f-f5346159ea72,Side Crunch,576,2,<p>Hold weight in one hand. Bend side ways to the knee. Pull upo to upright position using your obliquus.</p>,2013-07-19,10,[14],[6],[4],2,1,kwrindy,"[91, 94, 92, 416, 93, 176, 95, 170]"
278,0203c27e-e3f0-4ae2-b5c3-f11c45336f54,Side Dumbbell Trunk Flexion,577,2,"<p>AKA dumbbell side bends. Stand in line with the hips with slightly bent knees, maintain the natural curvature of the spine, hand stretched by the body, grip the barbell with one hand. <em> </em>Make slow and controlled torso side flexions till you reach the angle of approximately 45°.</p>",2014-10-22,12,[14],[6],[3],2,1,GiglioRosso,[]
422,9f705970-cba3-4cef-a582-c2cc69ae9b5f,Side-lying External Rotation,578,2,"<p>With a weight in one hand, lie on your side opposite the weight. Keep your knees slightly bent. Hold your elbow against your side, and extend your upper arm straight ahead of you. While continuing to hold your elbow against your side, rotate your upper arm 90 degrees upwards.</p>
<p>It is helpful to place a towel under your armpit to help with the form on this exercise. Placing a support under your head for the duration of the exercise is also a good idea.</p>",2016-09-29,13,[],[],[],2,2,apeschel,[]
325,a36f852f-a29f-4f93-81b6-1012047ac1ee,Side Plank,580,2,<p>Works your obliques and helps stabilize your spine. Lie on your side and support your body between your forearm and knee to your feet.</p>,2015-05-21,10,[6],[14],[7],2,2,http://www.bodybuilding.com/,[]
319,bd892f71-2b19-41c4-90e2-2cd4df82c621,Side Raise,581,2,"<p>Stand up or sit , keep both weights in front against legs or at side. Keep arms at around a 90 degree angle. Lift elbows up slowly and squeese traps when at topmost position. Lower the weights slowly back to starting position.</p>
<p>2 seconds up, 2 seconds down</p>",2015-03-15,13,[],[],[1],2,3,tobahl,[]
302,fc63159a-3939-426c-b236-d4b39adbf28c,Side to Side Push Ups,583,2,"<p>-start in push up position</p>
<p>-lean the body weight to the right side, and complete a push up with the chest over the right hand</p>
<p>-come back to the centered position</p>
<p>-on rep 2, lean to the left side</p>",2015-02-06,11,"[2, 14, 4, 5]",[],[],2,2,nate303303,"[260, 168, 182, 790, 302]"
205,83e079a9-b61c-413b-b055-f9cf515904f1,Single-arm Preacher Curl,584,2,"<p>Sit on the preacher curl bench and perform a bicep curl with a dumbbell in one hand. Your other hand can be at rest, or beneath your curling arm's elbow.</p>",2014-01-15,8,[1],[],[3],2,1,tuckerm,"[74, 81, 80, 129, 275, 298, 86, 138, 193, 208, 205, 768, 305]"
103,399666e7-30a7-4b86-833d-4422e4c72b61,Sitting Calf Raises,590,2,"<p>Sit on a bench for calf raises and check that the feet are half free and that you can completely stretch the calf muscles down. Pull your calves up, going as far (up) as you can. Make at the highest point a short pause of 1 or 2 seconds and go down.</p>",2013-05-05,9,[15],[7],[],2,1,wger.de,"[776, 104, 103, 102]"
95,fb750082-7034-4c51-b1e4-dfa0fe2dac8e,Sit-ups,591,2,"<p>Sit on a mat, your calves are resting on a bench, the knees make a right angle. Hold your hands behind your neck. Go now up with a rolling movement of your back, you should feel how the individual vertebrae lose contact with the mat. At the highest point, contract your abs as much as you can and hold there for 2 sec. Go now down, unrolling your back.</p>
<p> </p>",2013-05-05,10,[6],[],[],2,1,wger.de,"[91, 94, 92, 416, 93, 176, 95, 170]"
411,2c864448-288d-4e79-9da6-a3c99af3c1fb,Skipping - Standard,595,2,"<p>Do a single, double footed jump for each swing of the rope.</p>
<p>Work on a smooth, rhythmical movement, bouncing lightly on the balls of your feet.</p>",2016-08-15,9,[7],[],[],2,2,Cerin,[]
218,9d1c13b0-2e9b-4585-b1d7-fc48ba4c692f,Smith Machine Close-grip Bench Press,598,2,"<p>Perform a standard bench press on the smith machine, but have your hands on the bar about shoulder width apart, and keep your elbows close to your body.</p>",2014-02-01,8,[5],[4],[],2,1,tuckerm,"[88, 217, 85, 84, 386, 218, 186]"
271,3490d1c7-c9ce-4a08-acd3-e0bdada71c37,Snach,599,2,"<p>Stand with your feet at hip width and your shins against the bar. Grasp the bar at double shoulder width and, keeping your lower back flat, drive your heels into the floor to begin lifting the bar. When it's above your knees, explosively extend your hips and shrug your shoulders. Let the momentum carry the weight overhead.</p>",2014-09-08,13,[2],[],[1],2,3,Mens Fitness,[]
328,273f9563-948a-44c8-9353-b7213703f502,Speed Deadlift,604,2,<p>Deadlift with short (&lt;1min) rest between sets.</p>,2015-06-11,9,[],[],[],2,2,MrSteele,"[105, 381, 161, 351, 328, 209]"
170,ec706f20-6ea7-40f9-96f4-994c66554e17,Splinter Sit-ups,607,2,"<p>Lie on your back with your legs straight and arms at your sides, keeping your elbows bent at 90 degrees. As you sit up, twist your upper body to the left and bring your left knee toward your right elbow while you swing your left arm back. Lower your body to the starting position, and repeat to your right. That's 1 rep.</p>",2013-07-06,10,[14],[],[],2,1,djblitzd,"[91, 94, 92, 416, 93, 176, 95, 170]"
185,bdb7bdbb-8930-46e5-8b98-eb13e604553f,Squat Jumps,614,2,"<p>Jump wide, then close</p>",2013-07-30,9,[10],[],[],2,1,OGhTebfCxhexZXuf35mUxV9C--A,"[407, 342, 300, 191, 650, 389, 355, 160, 185, 111, 795, 387]"
111,c4856da3-8454-4857-8997-336d06df590f,Squats,615,2,"<p>Make sure you have put the barbell at a height where you can comfortably take it out and put it back in. Take it out and make yourself ready:</p>
<ul>
<li>The bar is somewhat lower than your shoulders</li>
<li>The feet are quite apart and point out</li>
<li>The head is in your neck and looks up</li>
<li>The chest is out</li>
</ul>
<p>Go now slowly down, till your thighs are parallel with the floor, not lower. The knees point outwards, your butt, out. Make a small pause of 1 second and with as much energy as you can, push the weight up. Make a pause of 2 seconds and repeat.</p>",2013-05-05,9,[10],[8],[1],2,1,wger.de,"[407, 342, 300, 191, 650, 389, 355, 160, 185, 111, 795, 387]"
795,85e6baf6-f8a3-48ea-9365-ef2bf5b3c6d1,Squat Thrust,616,2,"The burpee, or squat thrust, is a full body exercise used in strength training and as an aerobic exercise. The basic movement is performed in four steps and known as a four-count burpee: Begin in a standing position. Move into a squat position with your hands on the ground. (count 1) Kick your feet back into a plank position, while keeping your arms extended. (count 2) Immediately return your feet into squat position. (count 3) Stand up from the squat position (count 4)",2020-04-26,9,"[8, 10, 6, 15]",[],[7],2,3,BFad07,"[407, 342, 300, 191, 650, 389, 355, 160, 185, 111, 795, 387]"
768,6163bf70-c825-49f4-8edb-69c2ee45f42e,Standing Bicep Curl,621,2,Stand holding dumbbells at shoulder width apart. Face forearm upward and keep upper arm still while raising each dumbbell up to your shoulder.,2020-04-05,8,"[1, 13]",[13],[3],2,3,BFad07,"[74, 81, 80, 129, 275, 298, 86, 138, 193, 208, 205, 768, 305]"
102,abc4c62e-27b2-4c31-8766-40f8dca84cab,Standing Calf Raises,622,2,"<p>Get onto the calf raises machine, you should able to completely push your calves down. Stand straight, don't make a hollow back and don't bend your legs. Pull yourself up as high as you can. Make a small pause of 1 - 2 seconds and go slowly down.</p>",2013-05-05,9,[7],[15],[],2,1,wger.de,"[776, 104, 103, 102]"
382,22eb7cf6-bf6c-42c3-a1c8-85c2fc2ed931,Standing Rope Forearm,623,2,"<p>Grab a wrist roller tool with both hands while standing with your feet about shoulder width apart. If your gym does not have a wrist roller tool, you can easily put one together. All you need is a 5 or 10 pound weight plate, a strong thin rope about 3 feet long and a 6-8 inch stick or bar. Securely fasten the rope to the middle of the bar/stick and tie the other end of the rope to the weight plate. To begin this exercise, grab the bar/stick with both hands using an overhand grip. Extend both arms straight out in front of you, parallel to the floor. Next, roll the weight up from the floor by rapidly twisting the bar/stick with your hands and wrists. Once the weight reaches the top, slowly lower the plate back to the floor by reversing the motion of your hands and wrists. Repeat (if you can!).</p>",2016-02-15,8,[],[],[],2,2,pwiltrout,[]
293,a35655c8-6b2a-4606-b1d6-b57425986e2e,Stationary Bike,624,2,<p>Ride a Stationary Bike with various tensions.</p>,2014-12-17,9,[],[],[],2,2,intelman,[]
209,335d0042-7cb3-41c3-af23-c22c8cb858ad,Stiff-legged Deadlifts,627,2,"<ul>
<li>Keep legs straight</li>
<li>Keep back straight</li>
</ul>",2014-01-16,9,[11],[8],[1],2,1,tuckerm,"[105, 381, 161, 351, 328, 209]"
216,034a4dcd-d085-43fa-a2b5-6d54b444ac20,Straight-arm Pull Down (bar Attachment),628,2,"<p>Use the straight bar attachment on a high pulley. Grasp the two ends of the bar with your palms facing downward and your arms straight out in front of you. Pull your hands down towards your hips, while keeping your arms straight, then raise them back up to the starting position.</p>",2014-02-01,12,[12],[5],[],2,1,tuckerm,"[213, 188, 187, 216, 215, 212, 424, 204]"
215,dc53ad5b-bd04-46d0-9499-28e9965f0e6d,Straight-arm Pull Down (rope Attachment),629,2,"<p>Use the rope attachment on a high pulley. Grasp the two ends of the rope with your arms straight out in front of you. Pull your hands down towards your hips, while keeping your arms straight, then raise them back up to the starting position.</p>",2014-02-01,12,[12],[5],[],2,1,tuckerm,"[213, 188, 187, 216, 215, 212, 424, 204]"
557,73b4ef1a-1a3b-4328-b455-fcd27a100c0a,Sumo Deadlift,630,2,"<ol>
<li>Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms.</li>
<li>Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees.</li>
<li>As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together.</li>
<li>Return the weight to the ground by bending at the hips and controlling the weight on the way down.</li>
</ol>",2018-03-13,9,[10],[],[],2,2,magdy,[]
570,f4dd363c-b49c-419a-b8ae-0d8e18728d8e,Sumo Squats,632,2,"<p>Stand with your feet wider than your shoulders, with your toes pointed out at a 45 degree angle and barbell on your shoulder.</p>
<p>While keeping your back straight, descend slowly by bending at the knees and hips as if you are sitting down (squatting).</p>
<p>Lower yourself until your quadriceps and hamstrings are parallel to the floor.</p>
<p>Return to the starting position by pressing upwards and extending your legs while maintaining an equal distribution of weight on your forefoot and heel.</p>",2018-05-09,9,"[8, 10]",[],[1],2,2,sophialj,[]
330,6572a8e9-083c-4622-8f0c-6107a013a490,Superman,636,2,"<p>Lay flat on your stomach with your arms extended in front of you on the ground as your legs are lying flat. Lift both your arms and legs at the same time, as if you were flying, and contract the lower back. Make sure that you are breathing and, depending on your fitness level, hold the movement for at least two to five seconds per repetition.</p>",2015-06-22,12,"[8, 12]",[],[4],2,2,baldurmen,[]
396,2fb46a71-adf6-4197-ac17-d4bdb63f69b0,Thruster,650,2,"<ol>
<li>Start by doing a front squat</li>
<li>At the top position, push the bar above your head (similar to a press)</li>
<li>Lower the bar to the shoulders</li>
</ol>",2016-05-11,9,"[2, 10]","[11, 8, 9, 5]",[1],2,3,BeLikeWater,[]
279,88568115-5e88-4afc-b005-e2f7d453ac13,Tricep Dumbbell Kickback,655,2,"<ol>
<li>Start with a dumbbell in each hand and your palms facing your torso. Keep your back straight with a slight bend in the knees and bend forward at the waist. Your torso should be almost parallel to the floor. Make sure to keep your head up. Your upper arms should be close to your torso and parallel to the floor. Your forearms should be pointed towards the floor as you hold the weights. There should be a 90-degree angle formed between your forearm and upper arm. This is your starting position.</li>
<li>Now, while keeping your upper arms stationary, exhale and use your triceps to lift the weights until the arm is fully extended. Focus on moving the forearm.</li>
<li>After a brief pause at the top contraction, inhale and slowly lower the dumbbells back down to the starting position.</li>
<li>Repeat the movement for the prescribed amount of repetitions.</li>
</ol>
<p><strong>Variations:</strong> This exercise can be executed also one arm at a time much like the one arm rows are performed.</p>
<p>Also, if you like the one arm variety, you can use a low pulley handle instead of a dumbbell for better peak contraction. In this case, the palms should be facing up (supinated grip) as opposed to the torso (neutral grip).</p>",2014-10-22,8,[5],[],[3],2,1,http://www.bodybuilding.com/,[]
186,1855c71b-b005-4615-b90c-b2fed8e10342,Triceps Bench Press One Barbell,657,2,<p>Činka v jedné ruce v úrovni ramene. Zvedat do výšky napnuté paže a zpět. Provádět pomalu.</p>,2013-07-31,8,[5],[2],[],2,1,Horal_cz,"[88, 217, 85, 84, 386, 218, 186]"
162,5a29197f-e159-4a98-9b40-534c41ab34a1,Triceps Dips,658,2,"<p>lift on parallel bars hold for 1 second, and lower slowly and control for 4 seconds, then come back with no rest (tempo: 4010)</p>",2013-06-21,8,[5],[],[],2,1,Mahoney,"[82, 83, 360, 162]"
89,f1b5e525-6232-4d60-a243-9b2cd6c55298,Triceps Extensions on Cable,659,2,"<p>Grab the cable, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Rotate your hands outwards at the very end and go back to the initial position without pause.</p>",2013-05-05,8,[5],[],[],2,1,wger.de,"[344, 274, 89, 90]"
90,20a76bd0-1e56-4a4e-bd79-0ab118552bde,Triceps Extensions on Cable With Bar,660,2,"<p>Grab the bar, stand with your feet shoulder wide, keep your back straight and lean forward a little. Push the bar down, making sure the elbows don't move during the exercise. Without pause go back to the initial position.</p>",2013-05-05,8,[5],[],[],2,1,wger.de,"[344, 274, 89, 90]"
139,88bbdbde-c9b6-45a1-aee9-efc6f02cfab3,Triceps Machine,661,2,<p>.</p>,2013-05-05,8,[5],[],[],2,1,wger.de,[]
310,e17db782-6e28-48ef-9324-4c01672ffc54,Trunk Rotation With Cable ,672,2,<p>Seated trunk rotation with cable </p>,2015-02-07,10,[14],[12],[],2,2,Robertcoop,[]
318,bd07fc6b-db86-4139-b6de-e328cea0f694,Turkish Get-Up,675,2,"<p>Starting on back, move to the standing position with dumbbell in one hand.  Switch hands between reps.</p>",2015-03-09,10,"[2, 8, 14, 3]","[2, 8, 14, 3]",[3],2,2,dookie1481,[]
212,bf618c32-b4b1-4bbb-a74f-73485e4143ed,Underhand Lat Pull Down,684,2,"<p>Grip the pull-down bar with your palms facing you and your hands closer than shoulder-width apart. Lean back slightly and keep your back straight. Pull the bar down towards your chest, pulling your shoulders back slightly at the end of the motion.</p>",2014-02-01,12,[12],[1],[],2,1,tuckerm,"[213, 188, 187, 216, 215, 212, 424, 204]"
393,6ae341ba-f941-44b5-9d59-b0fba42c0980,Upper Body,687,2,<p>Full workout of the upper arms body n chest. Focusing on the core</p>,2016-04-18,11,"[2, 4]","[9, 5]",[1],2,2,Vazco,[]
258,deb02a12-37ce-43d6-b3f2-c77ed2b4259f,Upper External Oblique,688,2,<p>Exercise for upper external oblique muscles</p>,2014-07-01,11,[14],[],[6],2,1,http://www.carinatum.com/,[]
147,26c72fd7-d5b9-497b-be5e-cdfe9715ddac,"Upright Row, on Multi Press",691,2,"<p>The movements are basically the same as with an SZ-bar, but you use the bar on the multi press:</p>
<p>Stand straight, your feet are shoulder-width apart. Hold the bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement.</p>",2013-05-05,13,"[2, 9]",[1],[],2,1,wger.de,[]
127,61271a8e-6a00-4898-8dc3-ea9ef913f25e,"Upright Row, SZ-bar",693,2,"<p>Stand straight, your feet are shoulder-width apart. Hold the SZ-bar with an overhand grip on your thighs, the arms are stretched. Lift the bar close to the body till your chin. The elbows point out so that at the highest point they form a V. Make here a short pause before going slowly down and repeating the movement.</p>",2013-05-05,13,"[2, 9]",[1],[2],2,1,wger.de,[]
311,97d7eba2-681f-4b14-8e78-7d9b5865d336,Upright Row w/ Dumbbells,694,2,<p>Feet apart at shoulder width. Nice and Slow!</p>,2015-02-11,13,"[2, 9]",[1],[3],2,2,koreyhinton,[]
424,36f940ff-6352-4480-b763-1234438f6624,V-Bar Pulldown,695,2,<p>Pulldowns using close grip v-bar.</p>,2016-10-06,12,[],[],[],2,2,apeschel,"[213, 188, 187, 216, 215, 212, 424, 204]"
359,472d117c-c2a9-47cf-a5c7-fdb9fbac23a9,Wall Handstand,711,2,<p>Handstand against a wall for support (chest facing wall).</p>,2016-01-04,13,[],[],[7],2,2,Nash,[]
203,504c91f8-5a76-4faa-943f-13799357a426,Wall Pushup,713,2,<p>Pushup against a wall</p>,2014-01-12,8,"[2, 4, 5]","[8, 6, 3, 9]",[7],2,1,Dexter,[]
548,e934e2b2-abe7-411d-b753-8ce298391b9e,Wall Slides,716,2,"<p>Stand with heels,  shoulders, back of head,  and hips touching the wall. Start with biceps straight out and elbows at a 90 degree angle. Straighten the arms while remaining againstthe wall without arching the back off of the wall, mimicking a shoulder press movement. </p>",2018-02-07,12,"[1, 11, 4, 9, 5]",[],[7],2,2,Whythebigpaws,[]
387,b229c57f-5363-41e2-add7-c2501a31de0b,Wall Squat,718,2,"<p>Find a nice flat piece of wall and stand with your back leaning against the wall. Slowly slide down the wall while moving your feet away from it, until your thighs are parallel to the ground and both your knees and your hips are bent at a 90° angle. Cross your arms in front of your chest and hold this position for 30 seconds.</p>
<p>Variant: put a big inflated rubber ball (like a small basketball) between your knees and squeeze the ball while holding the squat position</p>",2016-02-29,9,"[11, 10]",[],[7],2,3,Blablabla,"[407, 342, 300, 191, 650, 389, 355, 160, 185, 111, 795, 387]"
886,84794882-9d1d-480b-89ad-4861647b8f82,Weighted Butterfly Stretch,101,2,"<p>Seated with your back against a wall, put the bottoms of your feet together and add weight plates to your knees to deepen the butterfly stretch. Hold this for at least a minute or until youve comfortably elongated the groin and hip flexor. </p>",2021-05-19,9,[],[],[3],2,2,FourTwennyFitness,[]
320,4aecc570-d535-4ec1-8290-2e1a5c482f48,Weighted Step,721,2,"<p>Box step-ups w/ barbell, 45's on each side</p>",2015-04-07,9,[],[],[1],2,2,jigglychipmunk,[]
321,1076ed41-6f7c-46c9-a28f-ab13fc1ab92c,Weighted Step-ups,722,2,<p>box step ups w/ barbell and 45's on each side</p>,2015-04-07,9,[],[],[],2,3,jigglychipmunk,[]
204,34fc154f-cc8d-4e52-adb7-ff0dad2d0770,Wide-grip Pulldown,723,2,<p>Lat pulldowns with a wide grip on the bar.</p>,2014-01-13,12,[12],[],[],2,1,tuckerm,"[213, 188, 187, 216, 215, 212, 424, 204]"
305,7738fb4e-8f17-4aeb-84ef-2ee3e12eaff7,Z Curls,729,2,"<p>-Perform a traditional dumbbell biceps curl, pausing at the top of the motion.</p>
<p>-Twist your hands until your palms are facing away from your shoulders (in reverse curl position).  Basically, twist your right wrist inwards to the left, and vice versa.</p>
<p>-In a slow, controlled movement, lower the Dbells with your palms facing the ground.  At the bottom of the motion, twist your wrists back into the traditional curl grip (palms facing up, towards shoulder).</p>
<p>-That is 1 rep</p>
<p> </p>",2015-02-06,8,"[1, 13]",[],[],2,2,nate303303,"[74, 81, 80, 129, 275, 298, 86, 138, 193, 208, 205, 768, 305]"
